"","sampleid","masterid","sampledate","year","fieldreplicate","csci","latitude","longitude","county","COMID","geometry","Max_Wkly_Mean_StreamT","Max_Wkl_Max_StreamT","Min_Wkl_Min_StreamT","Max_Wkl_Rng_StreamT","Mean_Wkl_Rng_StreamT","Max_Wkl_Max_StreamT_grt_30_"
"619","405SMB052_03052003_BMI_CSBP_Trans_1.0","405SMB052","2003-03-05 00:00:00",2003,1,0.2190413,33.97902,-118.4253,"Los Angeles",20366445,c(-118.4253, 33.97902),21.0650095060891,33.8593144236602,13.4476156097263,18.1571022261444,15.8452502108979,109
"620","405SMB053_03052003_BMI_CSBP_Trans_1.0","405SMB053","2003-03-05 00:00:00",2003,1,0.4593494,33.99209,-118.40798,"Los Angeles",20366291,c(-118.40798, 33.99209),21.5935435979275,34.4985547710902,13.5533947425274,18.5294809419441,16.1177698314276,127
"621","405SMB059_03052003_BMI_CSBP_Trans_1.0","405SMB059","2003-03-05 00:00:00",2003,1,0.30105164,33.80169,-118.39075,"Los Angeles",20366125,c(-118.39075, 33.80169),18.4977739647495,30.8003386247575,11.9365674925447,17.1103676433328,15.3584863048853,10
"622","405WE0777_06202001_BMI_CSBP_Trans_1.0","405WE0777","2001-06-20 00:00:00",2001,1,1.1814399,34.25461,-118.08523,"Los Angeles",22520971,c(-118.08523, 34.25461),18.6027719645632,23.6048561197031,9.82297892594951,13.2519516919338,10.3621582828253,0
"623","405WE0777_06202001_BMI_RWB_1.0","405WE0777","2001-06-20 00:00:00",2001,1,1.1651986,34.25461,-118.08523,"Los Angeles",22520971,c(-118.08523, 34.25461),18.6027719645632,23.6048561197031,9.82297892594951,13.2519516919338,10.3621582828253,0
"624","405WE0777_06202001_BMI_TRC_1.0","405WE0777","2001-06-20 00:00:00",2001,1,1.18728109,34.25461,-118.08523,"Los Angeles",22520971,c(-118.08523, 34.25461),18.6027719645632,23.6048561197031,9.82297892594951,13.2519516919338,10.3621582828253,0
"625","405WER318_03272009_BMI_RWB_1.0","405WER318","2009-03-27 00:00:00",2009,1,1.18991858,34.26833,-117.89111,"Los Angeles",22522773,c(-117.89111, 34.26833),23.9632776971899,28.0797840207851,11.6143542308552,13.3318786003504,10.1623276135576,0
"626","405WER318_04302009_BMI_RWB_1.0","405WER318","2009-04-30 00:00:00",2009,1,1.17530233,34.26833,-117.89111,"Los Angeles",22522773,c(-117.89111, 34.26833),23.9632776971899,28.0797840207851,11.6143542308552,13.3318786003504,10.1623276135576,0
"627","405WER318_05112004_BMI_RWB_1.0","405WER318","2004-05-11 00:00:00",2004,1,1.0574742,34.26833,-117.89111,"Los Angeles",22522773,c(-117.89111, 34.26833),23.0150817252973,27.4870207066204,11.4302305572255,13.8393133004532,10.3202783517639,0
"628","405WER318_05112004_BMI_TRC_1.0","405WER318","2004-05-11 00:00:00",2004,1,1.13397413,34.26833,-117.89111,"Los Angeles",22522773,c(-117.89111, 34.26833),23.0150817252973,27.4870207066204,11.4302305572255,13.8393133004532,10.3202783517639,0
"629","405WER318_06022009_BMI_RWB_1.0","405WER318","2009-06-02 00:00:00",2009,1,1.16526307,34.26833,-117.89111,"Los Angeles",22522773,c(-117.89111, 34.26833),23.9632776971899,28.0797840207851,11.6143542308552,13.3318786003504,10.1623276135576,0
"630","405WER318_07072009_BMI_RWB_1.0","405WER318","2009-07-07 00:00:00",2009,1,1.12662831,34.26833,-117.89111,"Los Angeles",22522773,c(-117.89111, 34.26833),23.9632776971899,28.0797840207851,11.6143542308552,13.3318786003504,10.1623276135576,0
"631","405WER318_08182009_BMI_RWB_1.0","405WER318","2009-08-18 00:00:00",2009,1,1.18437204,34.26833,-117.89111,"Los Angeles",22522773,c(-117.89111, 34.26833),23.9632776971899,28.0797840207851,11.6143542308552,13.3318786003504,10.1623276135576,0
"632","407CE0092_04272004_BMI_RWB_1.0","407CE0092","2004-04-27 00:00:00",2004,1,0.33427833,34.27931,-119.22089,"Ventura",17586996,c(-119.22089, 34.27931),19.6120025101821,32.7554703721039,12.3312352672695,19.8171265991671,16.0478082922692,74
"633","407CE0092_04272004_BMI_TRC_1.0","407CE0092","2004-04-27 00:00:00",2004,1,0.53092978,34.27931,-119.22089,"Ventura",17586996,c(-119.22089, 34.27931),19.6120025101821,32.7554703721039,12.3312352672695,19.8171265991671,16.0478082922692,74
"634","407CE0220_05032006_BMI_RWB_1.0","407CE0220","2006-05-03 00:00:00",2006,1,0.43675745,34.28729,-119.21586,"Ventura",17586996,c(-119.21586, 34.28729),19.6448433794849,32.2020292774544,12.537694773614,18.6017243860747,16.3728694451042,102
"635","407CE0220_05032006_BMI_TRC_1.0","407CE0220","2006-05-03 00:00:00",2006,1,0.61524512,34.28729,-119.21586,"Ventura",17586996,c(-119.21586, 34.28729),19.6448433794849,32.2020292774544,12.537694773614,18.6017243860747,16.3728694451042,102
"636","407CE0668_05222007_BMI_RWB_1.0","407CE0668","2007-05-22 00:00:00",2007,1,0.34639148,34.28231,-119.21909,"Ventura",17586996,c(-119.21909, 34.28231),19.615025862762,31.9635987830021,12.5462029625232,18.6869993960764,15.8135563528692,74
"637","408BA0036_05052008_BMI_RWB_1.0","408BA0036","2008-05-05 00:00:00",2008,1,0.51599988,34.21502,-118.87899,"Ventura",17564924,c(-118.87899, 34.21502),22.9847663496932,34.9242682175421,11.6623363660073,21.860092441952,16.7192837645972,129
"638","408BA0036_06022014_BMI_RWB_1.0","408BA0036","2014-06-02 00:00:00",2014,1,0.49855723,34.21502,-118.87899,"Ventura",17564924,c(-118.87899, 34.21502),21.526384266998,34.1516082462729,13.3573468711558,20.7942613751172,16.5354752299468,108
"639","408BA0268_05062008_BMI_RWB_1.0","408BA0268","2008-05-06 00:00:00",2008,1,0.72589398,34.32646,-118.7182,"Ventura",17563660,c(-118.7182, 34.32646),22.9021021239032,33.2517296550147,10.3462510847892,20.9443001129183,15.223805766019,32
"640","408BA0580_05072008_BMI_RWB_1.0","408BA0580","2008-05-07 00:00:00",2008,1,0.54436244,34.26537,-119.09462,"Ventura",17562558,c(-119.09462, 34.26537),22.0588712600106,34.9739010221082,12.5206381861738,21.7438209493289,17.0859794983601,137
"641","408BA0660_05062008_BMI_RWB_1.0","408BA0660","2008-05-06 00:00:00",2008,1,0.61020317,34.26784,-118.93781,"Ventura",163864416,c(-118.93781, 34.26784),23.4119596023271,34.1528345863302,12.386908423064,20.6371164035656,15.6159275106162,89
"642","408BA0660_06042014_BMI_RWB_1.0","408BA0660","2014-06-04 00:00:00",2014,1,0.57626164,34.26784,-118.93781,"Ventura",163864416,c(-118.93781, 34.26784),22.2873678332461,33.8425686231193,14.0667834626229,19.7105997960733,15.4173459136423,92
"643","408BA0836_05072008_BMI_RWB_1.0","408BA0836","2008-05-07 00:00:00",2008,1,0.76193526,34.19071,-119.0051,"Ventura",17562598,c(-119.0051, 34.19071),22.4777535648824,34.6449922332974,12.5373903023999,21.3205008067328,16.45387880505,121
"644","408BA0836_06042014_BMI_RWB_MCM_1.0","408BA0836","2014-06-04 00:00:00",2014,1,0.53015783,34.19071,-119.0051,"Ventura",17562598,c(-119.0051, 34.19071),21.7818737215693,34.4579370010907,14.0369034927863,20.4210335083043,16.2292092995867,121
"645","408BA0916_05082008_BMI_RWB_1.0","408BA0916","2008-05-08 00:00:00",2008,1,0.78032956,34.23266,-118.95311,"Ventura",17564016,c(-118.95311, 34.23266),23.3126119578608,35.1809179117662,12.5194712040169,21.5868604406481,16.5981872382963,136
"646","408BH5Axx_06182010_BMI_RWB_1.0","408BH5Axx","2010-06-18 00:00:00",2010,1,0.88292083,34.28327,-118.81091,"Ventura",948070571,c(-118.81091, 34.28327),22.7490972966729,34.3428620339971,12.7969368082771,20.6608384651403,15.708049665551,60
"647","408BH5Bxx_06182010_BMI_RWB_1.0","408BH5Bxx","2010-06-18 00:00:00",2010,1,0.6879858,34.28236,-118.81168,"Ventura",948070571,c(-118.81168, 34.28236),22.7490972966729,34.3428620339971,12.7969368082771,20.6608384651403,15.708049665551,60
"648","408BH5Cxx_06182010_BMI_RWB_1.0","408BH5Cxx","2010-06-18 00:00:00",2010,1,0.63929339,34.28098,-118.81234,"Ventura",948070571,c(-118.81234, 34.28098),22.7490972966729,34.3428620339971,12.7969368082771,20.6608384651403,15.708049665551,60
"649","408BH6Axx_06212010_BMI_RWB_1.0","408BH6Axx","2010-06-21 00:00:00",2010,1,0.40918477,34.2037,-119.00141,"Ventura",17562588,c(-119.00141, 34.2037),21.6006964686376,34.8180025354554,13.364043753395,20.9318293030971,16.2779532736456,82
"650","408BH6Bxx_06212010_BMI_RWB_1.0","408BH6Bxx","2010-06-21 00:00:00",2010,1,0.57959545,34.20294,-119.00204,"Ventura",17562588,c(-119.00204, 34.20294),21.6006964686376,34.8180025354554,13.364043753395,20.9318293030971,16.2779532736456,82
"651","408BH6Cxx_06212010_BMI_RWB_1.0","408BH6Cxx","2010-06-21 00:00:00",2010,1,0.52859612,34.2008,-119.00101,"Ventura",17563344,c(-119.00101, 34.2008),21.6463012733744,34.8758425422269,13.3711710989089,20.9727553429151,16.2908409399647,83
"652","408CAL004_10312001_BMI_CSBP_Trans_1.0","408CAL004","2001-10-31 00:00:00",2001,1,0.34144806,34.1127,-119.08265,"Ventura",17562692,c(-119.08265, 34.1127),19.0582534500521,30.1088898003929,13.8239915185237,15.6526942515364,14.5013504239414,7
"653","408CAL005_10312001_BMI_CSBP_Trans_1.0","408CAL005","2001-10-31 00:00:00",2001,1,0.38036769,34.1693,-119.09572,"Ventura",17562630,c(-119.09572, 34.1693),19.2684055910019,32.0115621904068,13.5638125162448,17.7133341439538,16.3911221885296,113
"654","408CAL006_10312001_BMI_CSBP_Trans_1.0","408CAL006","2001-10-31 00:00:00",2001,1,0.6920309,34.16443,-119.06255,"Ventura",17562684,c(-119.06255, 34.16443),19.515113929411,30.479474920266,13.8877611335429,15.8267248486385,14.6252597223855,44
"655","408CAL007_10312001_BMI_CSBP_Trans_1.0","408CAL007","2001-10-31 00:00:00",2001,1,0.69886407,34.19437,-119.00077,"Ventura",17564104,c(-119.00077, 34.19437),20.5499243042287,32.2446816644488,13.8532503550828,17.5658478258873,16.097490791682,115
"656","408CAL008_10302001_BMI_CSBP_Trans_1.0","408CAL008","2001-10-30 00:00:00",2001,1,0.72103325,34.27387,-118.85857,"Ventura",17563908,c(-118.85857, 34.27387),21.4651473532777,31.6792154611456,13.8886484051317,17.0484392399483,15.1927223746326,82
"657","408CAL010_10302001_BMI_CSBP_Trans_1.0","408CAL010","2001-10-30 00:00:00",2001,1,0.81556099,34.21103,-118.88685,"Ventura",17564096,c(-118.88685, 34.21103),20.7764684231878,32.392344963871,13.3103614927078,18.3978186707184,16.5233485554106,121
"658","408CAL011_10302001_BMI_CSBP_Trans_1.0","408CAL011","2001-10-30 00:00:00",2001,1,0.82872698,34.18563,-118.90728,"Ventura",17564124,c(-118.90728, 34.18563),20.7099919255089,32.178422585606,13.3747474644694,18.0475155090613,16.304076175713,111
"659","408CAL012_10302001_BMI_CSBP_Trans_1.0","408CAL012","2001-10-30 00:00:00",2001,1,0.64306753,34.27242,-118.78131,"Ventura",17563944,c(-118.78131, 34.27242),21.7861270932737,31.8137490001651,13.8468822707063,17.5009994518074,15.1694687876461,97
"660","408CAL013_10302001_BMI_CSBP_Trans_1.0","408CAL013","2001-10-30 00:00:00",2001,1,0.54993008,34.27133,-118.74003,"Ventura",17563950,c(-118.74003, 34.27133),21.7435487201729,31.4463379031818,13.6531398952351,17.3968278972572,14.9446299379586,78
"661","408CALBWC_11012001_BMI_CSBP_Trans_1.0","408CALBWC","2001-11-01 00:00:00",2001,1,0.49314453,34.22848,-119.11343,"Ventura",948070326,c(-119.11343, 34.22848),19.7932093359361,32.2645585540823,13.6347230445041,17.7747520375386,16.319778146735,113
"662","408CGCS01_11041998_BMI_CSBP_Trans_1.0","408CGCS01","1998-11-04 00:00:00",1998,1,0.73270744,34.27786,-118.80039,"Ventura",17563896,c(-118.80039, 34.27786),21.5786003027939,32.5042764232558,11.2155789013418,18.015426271539,15.2147713747745,79
"663","408CGCS02_11041998_BMI_CSBP_Trans_1.0","408CGCS02","1998-11-04 00:00:00",1998,1,0.75739769,34.28342,-118.81739,"Ventura",163864414,c(-118.81739, 34.28342),21.4097692307213,32.8335151454816,11.1122538304092,18.3579419557637,15.6131860684226,86
"664","408CGCS05_11061998_BMI_CSBP_Trans_1.0","408CGCS05","1998-11-06 00:00:00",1998,1,0.6048301,34.25272,-118.99175,"Ventura",17564882,c(-118.99175, 34.25272),20.8591872604111,32.3469937124917,12.0534423299247,17.208196201863,15.1023896813262,80
"665","408CGCS11_11051998_BMI_CSBP_Trans_1.0","408CGCS11","1998-11-05 00:00:00",1998,1,0.49416277,34.21125,-118.99094,"Ventura",17564090,c(-118.99094, 34.21125),20.6694922580253,33.0825789569324,12.1218834366006,18.0901639614175,16.0459956086292,96
"666","408CGCS12_11051998_BMI_CSBP_Trans_1.0","408CGCS12","1998-11-05 00:00:00",1998,1,0.54175067,34.19114,-119.00464,"Ventura",17562598,c(-119.00464, 34.19114),20.4151911679978,32.7377314040194,12.1204302673447,17.9164166589075,15.9578764554356,95
"667","408CGCS13_11051998_BMI_CSBP_Trans_1.0","408CGCS13","1998-11-05 00:00:00",1998,1,0.52342021,34.16781,-119.09272,"Ventura",17562630,c(-119.09272, 34.16781),19.6447613172738,32.6304626276192,12.1586829137055,17.8446284502451,16.3164374850466,107
"668","408WE0547_07122000_BMI_CSBP_Trans_1.0","408WE0547","2000-07-12 00:00:00",2000,1,0.5418334,34.19094,-119.0859,"Ventura",17562630,c(-119.0859, 34.19094),19.9520727857257,33.5686355143921,13.5390079862299,19.2125328057217,16.6008600124766,137
"669","408WE0547_07122000_BMI_RWB_1.0","408WE0547","2000-07-12 00:00:00",2000,1,0.42327944,34.19094,-119.0859,"Ventura",17562630,c(-119.0859, 34.19094),19.9520727857257,33.5686355143921,13.5390079862299,19.2125328057217,16.6008600124766,137
"670","408WE0547_07122000_BMI_TRC_1.0","408WE0547","2000-07-12 00:00:00",2000,1,0.54771784,34.19094,-119.0859,"Ventura",17562630,c(-119.0859, 34.19094),19.9520727857257,33.5686355143921,13.5390079862299,19.2125328057217,16.6008600124766,137
"671","408WE1039_05072002_BMI_RWB_1.0","408WE1039","2002-05-07 00:00:00",2002,1,0.25363094,34.14743,-119.087,"Ventura",17562648,c(-119.087, 34.14743),19.0721259690058,32.5897542582886,12.7952756083697,18.5155242925807,16.5768300576114,97
"672","412ARSNPD_04202014_BMI_RWB_1.0","412ARSNPD","2014-04-20 00:00:00",2014,1,0.97098592,34.2222,-118.1776,"Los Angeles",22514774,c(-118.1776, 34.2222),23.4600867617234,30.6052666205694,13.1761815987753,16.8322263367571,12.4804878999489,22
"673","412BH1Axx_06152010_BMI_RWB_1.0","412BH1Axx","2010-06-15 00:00:00",2010,1,0.55164852,34.27392,-118.31529,"Los Angeles",22514628,c(-118.31529, 34.27392),24.0265971975331,30.6280317777431,13.0785768352929,15.7160357476035,11.4725129806495,12
"674","412BH1Bxx_06152010_BMI_RWB_1.0","412BH1Bxx","2010-06-15 00:00:00",2010,1,0.63776784,34.27241,-118.31836,"Los Angeles",22514628,c(-118.31836, 34.27241),24.0265971975331,30.6280317777431,13.0785768352929,15.7160357476035,11.4725129806495,12
"675","412BH1Cxx_06152010_BMI_RWB_1.0","412BH1Cxx","2010-06-15 00:00:00",2010,1,0.59456244,34.27276,-118.3222,"Los Angeles",22514632,c(-118.3222, 34.27276),24.1022558815458,30.7704014267334,13.1977133061171,15.762736244747,11.5137203248572,12
"676","412BH4Axx_06182010_BMI_RWB_1.0","412BH4Axx","2010-06-18 00:00:00",2010,1,0.60550549,34.20695,-118.16815,"Los Angeles",948070460,c(-118.16815, 34.20695),23.9221769505514,32.0214971267979,13.2382108140092,17.1264377534036,12.8072588829055,14
"677","412BH4Bxx_06182010_BMI_RWB_1.0","412BH4Bxx","2010-06-18 00:00:00",2010,1,0.62414644,34.20653,-118.16651,"Los Angeles",948070460,c(-118.16651, 34.20653),23.9221769505514,32.0214971267979,13.2382108140092,17.1264377534036,12.8072588829055,14
"678","412BH4Cxx_06182010_BMI_RWB_1.0","412BH4Cxx","2010-06-18 00:00:00",2010,1,0.59684066,34.20503,-118.16632,"Los Angeles",948070460,c(-118.16632, 34.20503),23.9221769505514,32.0214971267979,13.2382108140092,17.1264377534036,12.8072588829055,14
"679","412CE0104_07192005_BMI_RWB_1.0","412CE0104","2005-07-19 00:00:00",2005,1,0.61309465,34.06911,-118.22324,"Los Angeles",22515036,c(-118.22324, 34.06911),22.5992876242503,31.3150469949278,14.6320989448939,14.9645070917374,12.4503695142354,33
"680","412CE0104_07192005_BMI_TRC_1.0","412CE0104","2005-07-19 00:00:00",2005,1,0.64831647,34.06911,-118.22324,"Los Angeles",22515036,c(-118.22324, 34.06911),22.5992876242503,31.3150469949278,14.6320989448939,14.9645070917374,12.4503695142354,33
"681","412CE0232_06012006_BMI_RWB_1.0","412CE0232","2006-06-01 00:00:00",2006,1,0.69619412,34.15907,-118.45624,"Los Angeles",22515812,c(-118.45624, 34.15907),23.3851681461086,34.635320423418,13.4704384063847,18.4450976290765,15.9855736865978,127
"682","412CE0232_06012006_BMI_TRC_1.0","412CE0232","2006-06-01 00:00:00",2006,1,0.57507502,34.15907,-118.45624,"Los Angeles",22515812,c(-118.45624, 34.15907),23.3851681461086,34.635320423418,13.4704384063847,18.4450976290765,15.9855736865978,127
"683","412CE0616_07242007_BMI_RWB_1.0","412CE0616","2007-07-24 00:00:00",2007,1,0.31972192,34.15397,-118.42994,"Los Angeles",22515812,c(-118.42994, 34.15397),23.0788105838169,33.4662585178238,14.0132873091164,18.2861002848777,15.388888380991,114
"684","412CE0616_07242007_BMI_TRC_1.0","412CE0616","2007-07-24 00:00:00",2007,1,0.25718085,34.15397,-118.42994,"Los Angeles",22515812,c(-118.42994, 34.15397),23.0788105838169,33.4662585178238,14.0132873091164,18.2861002848777,15.388888380991,114
"685","412CE0732_07252007_BMI_RWB_1.0","412CE0732","2007-07-25 00:00:00",2007,1,0.32428021,34.15513,-118.31261,"Los Angeles",22514954,c(-118.31261, 34.15513),23.6185157818322,31.7458992241511,14.4848321084463,15.9414161571801,12.7775963083387,50
"686","412LAR003_04272005_BMI_TRC_1.0","412LAR003","2005-04-27 00:00:00",2005,1,0.63679497,34.20105,-118.30268,"Los Angeles",948070461,c(-118.30268, 34.20105),23.375591002876,34.6337284340678,13.4223931621073,18.5593590461097,15.9490708236597,138
"687","412LAR004_04252005_BMI_TRC_1.0","412LAR004","2005-04-25 00:00:00",2005,1,0.34073476,34.26825,-118.60806,"Los Angeles",22515754,c(-118.60806, 34.26825),22.2094004296086,33.7817534079388,12.3116517039836,18.3543062465228,16.0525384213441,120
"688","412LAR007_06292005_BMI_TRC_1.0","412LAR007","2005-06-29 00:00:00",2005,1,0.19539358,33.99431,-118.18055,"Los Angeles",22518268,c(-118.18055, 33.99431),22.3509217120044,31.1127873962376,14.8070245058761,14.6012900722772,12.3706082935693,33
"689","412LAR008_04262005_BMI_TRC_1.0","412LAR008","2005-04-26 00:00:00",2005,1,0.43839947,34.26316,-118.55704,"Los Angeles",22515790,c(-118.55704, 34.26316),22.9953045492195,33.4023382198744,12.7089327061685,17.6047852696454,15.2740339336772,105
"690","412LAR009_05162005_BMI_TRC_1.0","412LAR009","2005-05-16 00:00:00",2005,1,0.64497012,34.2273,-118.31987,"Los Angeles",22514742,c(-118.31987, 34.2273),22.5450977938272,33.1548381835198,11.8745240113257,17.7982090518889,15.2491901323963,94
"691","412LAR013_06212005_BMI_TRC_1.0","412LAR013","2005-06-21 00:00:00",2005,1,0.6376696,34.29719,-118.24705,"Los Angeles",22515726,c(-118.24705, 34.29719),23.0684629548827,28.6080893588123,10.6263243293863,13.4596569675325,10.7231756021778,0
"692","412LAR016_06202005_BMI_TRC_1.0","412LAR016","2005-06-20 00:00:00",2005,1,0.4993388,34.15634,-118.63878,"Los Angeles",22514980,c(-118.63878, 34.15634),20.6040820040756,32.3883743739323,11.9586395975823,18.6226630473308,15.7347232768306,59
"693","412LAR018_05232005_BMI_TRC_1.0","412LAR018","2005-05-23 00:00:00",2005,1,0.96751508,34.24375,-118.22177,"Los Angeles",22515774,c(-118.22177, 34.24375),22.3387267425591,29.5544343114737,10.474960972244,14.895825834019,12.2268948080598,0
"694","412LAR019_04272005_BMI_TRC_1.0","412LAR019","2005-04-27 00:00:00",2005,1,0.2662997,34.15691,-118.3035,"Los Angeles",22514954,c(-118.3035, 34.15691),23.4219978641432,31.9753565279519,13.9479198349362,15.6326386710601,12.9186130245051,51
"695","412LAR020_04262005_BMI_TRC_1.0","412LAR020","2005-04-26 00:00:00",2005,1,0.25634469,34.25773,-118.59616,"Los Angeles",22515794,c(-118.59616, 34.25773),22.7929929098457,32.8045862674397,12.6558613110819,17.0216741688426,14.7458172866191,73
"696","412LAR025_04272005_BMI_TRC_1.0","412LAR025","2005-04-27 00:00:00",2005,1,0.32383356,34.25182,-118.29597,"Los Angeles",22515766,c(-118.29597, 34.25182),23.6680056955684,33.1468982554445,12.0542578533884,17.2801578485005,14.6434533224908,87
"697","412LAR031_06282005_BMI_TRC_1.0","412LAR031","2005-06-28 00:00:00",2005,1,0.18865858,33.99525,-118.10604,"Los Angeles",22519448,c(-118.10604, 33.99525),22.5819322810898,30.4040938707619,14.5745057328893,13.8720169022032,11.6389958863168,9
"698","412LARSCO_06282005_BMI_TRC_1.0","412LARSCO","2005-06-28 00:00:00",2005,1,0.51541286,34.0827,-118.2215,"Los Angeles",22515822,c(-118.2215, 34.0827),22.9872427185043,32.3307841103593,13.3790223112602,16.5586977431042,14.0469658717336,68
"699","412LARVGO_06132005_BMI_TRC_1.0","412LARVGO","2005-06-13 00:00:00",2005,1,0.28506511,34.1546,-118.2763,"Los Angeles",22515820,c(-118.2763, 34.1546),23.6155026298445,33.4925827325008,13.3304831612441,17.180069974124,14.7532641363143,120
"700","412PS0020_05142008_BMI_RWB_1.0","412PS0020","2008-05-14 00:00:00",2008,1,0.33303181,34.07077,-118.09545,"Los Angeles",22515828,c(-118.09545, 34.07077),23.7330388305511,36.6920691122464,13.5761028818939,22.73666852375,16.9378245128425,144
"701","412PS0020_05222008_BMI_RWB_1.0","412PS0020","2008-05-22 00:00:00",2008,1,0.44940035,34.07077,-118.09545,"Los Angeles",22515828,c(-118.09545, 34.07077),23.7330388305511,36.6920691122464,13.5761028818939,22.73666852375,16.9378245128425,144
"702","412PS0040_05202008_BMI_RWB_1.0","412PS0040","2008-05-20 00:00:00",2008,1,0.6222884,34.26065,-118.48935,"Los Angeles",22515806,c(-118.48935, 34.26065),25.876870285353,36.4164405179175,12.8519820248316,21.8567387828209,16.1999555443279,139
"703","412PS0052_05202008_BMI_RWB_1.0","412PS0052","2008-05-20 00:00:00",2008,1,0.34887807,34.1953,-118.58796,"Los Angeles",22514854,c(-118.58796, 34.1953),25.178097496209,36.3058731271925,12.3988413272937,22.0546703609445,16.587854152591,137
"704","412RHWNRD_09132005_BMI_CSBP_Trans_1.0","412RHWNRD","2005-09-13 00:00:00",2005,1,0.42898404,34.03147222,-118.0709167,"Los Angeles",22515018,c(-118.0709167, 34.03147222),22.2856131755158,33.165377478077,13.7690224956753,17.3463703087073,15.0257640922803,109
"705","412RHWNRD_09132005_BMI_RWB_1.0","412RHWNRD","2005-09-13 00:00:00",2005,1,0.4389276,34.03147222,-118.0709167,"Los Angeles",22515018,c(-118.0709167, 34.03147222),22.2856131755158,33.165377478077,13.7690224956753,17.3463703087073,15.0257640922803,109
"706","412RHWNRD_09132005_BMI_RWB_MCM_1.0","412RHWNRD","2005-09-13 00:00:00",2005,1,0.37156393,34.03147222,-118.0709167,"Los Angeles",22515018,c(-118.0709167, 34.03147222),22.2856131755158,33.165377478077,13.7690224956753,17.3463703087073,15.0257640922803,109
"707","412WE0552_07252000_BMI_CSBP_Trans_1.0","412WE0552","2000-07-25 00:00:00",2000,1,1.27654818,34.23908,-118.18059,"Los Angeles",22514712,c(-118.18059, 34.23908),20.9821641796322,28.4636584404377,10.8362209028177,16.471277715059,12.0116129187815,0
"708","412WE0552_07252000_BMI_RWB_1.0","412WE0552","2000-07-25 00:00:00",2000,1,1.16828989,34.23908,-118.18059,"Los Angeles",22514712,c(-118.18059, 34.23908),20.9821641796322,28.4636584404377,10.8362209028177,16.471277715059,12.0116129187815,0
"709","412WE0552_07252000_BMI_TRC_1.0","412WE0552","2000-07-25 00:00:00",2000,1,1.22788502,34.23908,-118.18059,"Los Angeles",22514712,c(-118.18059, 34.23908),20.9821641796322,28.4636584404377,10.8362209028177,16.471277715059,12.0116129187815,0
"710","412WE0563_06212001_BMI_CSBP_Trans_1.0","412WE0563","2001-06-21 00:00:00",2001,1,1.15580514,34.34716,-118.04869,"Los Angeles",22514198,c(-118.04869, 34.34716),20.6417737905537,24.0466063661903,10.6650264089457,11.7908113867315,8.99227234345736,0
"711","412WE0563_06212001_BMI_RWB_1.0","412WE0563","2001-06-21 00:00:00",2001,1,1.16231493,34.34716,-118.04869,"Los Angeles",22514198,c(-118.04869, 34.34716),20.6417737905537,24.0466063661903,10.6650264089457,11.7908113867315,8.99227234345736,0
"712","412WE0563_06212001_BMI_TRC_1.0","412WE0563","2001-06-21 00:00:00",2001,1,0.91791911,34.34716,-118.04869,"Los Angeles",22514198,c(-118.04869, 34.34716),20.6417737905537,24.0466063661903,10.6650264089457,11.7908113867315,8.99227234345736,0
"713","412WE0896_06192001_BMI_CSBP_Trans_1.0","412WE0896","2001-06-19 00:00:00",2001,1,1.09190002,34.28771,-118.23008,"Los Angeles",22514528,c(-118.23008, 34.28771),21.0722968965079,26.1436783092091,11.9380554407911,14.0242384962075,10.8580997120929,0
"714","412WE0896_06192001_BMI_RWB_1.0","412WE0896","2001-06-19 00:00:00",2001,1,1.05318344,34.28771,-118.23008,"Los Angeles",22514528,c(-118.23008, 34.28771),21.0722968965079,26.1436783092091,11.9380554407911,14.0242384962075,10.8580997120929,0
"715","412WE0896_06192001_BMI_TRC_1.0","412WE0896","2001-06-19 00:00:00",2001,1,1.10336811,34.28771,-118.23008,"Los Angeles",22514528,c(-118.23008, 34.28771),21.0722968965079,26.1436783092091,11.9380554407911,14.0242384962075,10.8580997120929,0
"716","801CBN012_05312006_BMI_RWB_1.0","801CBN012","2006-05-31 00:00:00",2006,1,0.72571,33.91909,-117.82201,"Orange",22525701,c(-117.82201, 33.91909),22.0371554414348,33.51837762332,13.0487472348232,18.1407377676768,15.7717124850462,121
"717","801SGB017_05242005_BMI_TRC_1.0","801SGB017","2005-05-24 00:00:00",2005,1,0.56225627,33.8702,-117.79327,"Orange",22527387,c(-117.79327, 33.8702),22.0555384035985,34.9980652038284,13.9149481038551,19.5180511794941,16.7472046885783,147
"718","801TCCACC_05162002_BMI_CSBP_Trans_1.0","801TCCACC","2002-05-16 00:00:00",2002,1,0.98452905,33.91417,-117.78028,"Orange",22527361,c(-117.78028, 33.91417),21.648406252379,34.1284990590367,12.6133318780016,19.3540431142318,15.7856912727964,94
"719","845CTC480_06112012_BMI_RWB_1.0","845CTC480","2012-06-11 00:00:00",2012,1,0.45659336,33.80415,-118.08258,"Los Angeles",22525001,c(-118.08258, 33.80415),19.5155340922933,33.3878332596061,12.8710200302415,18.2766320704522,15.5990677670042,62
"720","845CTC480_07082008_BMI_RWB_1.0","845CTC480","2008-07-08 00:00:00",2008,1,0.18790515,33.80415,-118.08258,"Los Angeles",22525001,c(-118.08258, 33.80415),20.4033849005986,34.4197501845203,13.5671191957253,20.8526309887951,16.0540512025436,130
