"","sampleid","masterid","sampledate","year","fieldreplicate","csci","latitude","longitude","county","COMID","geometry","Max_Wkly_Mean_StreamT","Max_Wkl_Max_StreamT","Min_Wkl_Min_StreamT","Max_Wkl_Rng_StreamT","Mean_Wkl_Rng_StreamT","Max_Wkl_Max_StreamT_grt_30_"
"310","402WE0536_06142000_BMI_RWB_1.0","402WE0536","2000-06-14 00:00:00",2000,1,1.18887539,34.5196,-119.40537,"Ventura",17585714,c(-119.40537, 34.5196),22.7874184174286,27.9636614358132,11.2579326328897,16.2075252715048,11.1591567086719,0
"311","402WE0536_06142000_BMI_TRC_1.0","402WE0536","2000-06-14 00:00:00",2000,1,1.04945046,34.5196,-119.40537,"Ventura",17585714,c(-119.40537, 34.5196),22.7874184174286,27.9636614358132,11.2579326328897,16.2075252715048,11.1591567086719,0
"312","402WE0803_06122001_BMI_CSBP_Trans_1.0","402WE0803","2001-06-12 00:00:00",2001,1,0.92099308,34.42131,-119.3806,"Ventura",17586740,c(-119.3806, 34.42131),21.3815177714241,30.716793175173,13.1749656912271,17.2274065546039,14.2608298813948,39
"313","402WE0803_06122001_BMI_RWB_1.0","402WE0803","2001-06-12 00:00:00",2001,1,1.01464196,34.42131,-119.3806,"Ventura",17586740,c(-119.3806, 34.42131),21.3815177714241,30.716793175173,13.1749656912271,17.2274065546039,14.2608298813948,39
"314","402WE0803_06122001_BMI_TRC_1.0","402WE0803","2001-06-12 00:00:00",2001,1,0.92899093,34.42131,-119.3806,"Ventura",17586740,c(-119.3806, 34.42131),21.3815177714241,30.716793175173,13.1749656912271,17.2274065546039,14.2608298813948,39
"315","402WER001_06042003_BMI_RWB_1.0","402WER001","2003-06-04 00:00:00",2003,1,1.00626565,34.50528,-119.27806,"Ventura",17585796,c(-119.27806, 34.50528),25.3090406967471,32.3419605935772,11.9659566859599,15.7356810573872,13.2246827495156,93
"316","402WER001_06042003_BMI_TRC_1.0","402WER001","2003-06-04 00:00:00",2003,1,1.08676844,34.50528,-119.27806,"Ventura",17585796,c(-119.27806, 34.50528),25.3090406967471,32.3419605935772,11.9659566859599,15.7356810573872,13.2246827495156,93
"317","403BA0015_05192008_BMI_RWB_1.0","403BA0015","2008-05-19 00:00:00",2008,1,1.00383163,34.5312,-119.18421,"Ventura",17568137,c(-119.18421, 34.5312),21.977193572919,28.1850766062973,7.94746704067251,19.2860448809787,12.0968379955031,0
"318","403BA0027_05202008_BMI_RWB_1.0","403BA0027","2008-05-20 00:00:00",2008,1,0.8271277,34.66254,-119.05249,"Ventura",17567373,c(-119.05249, 34.66254),21.8565508159228,26.357623954997,7.79580096829371,16.9305002558435,9.37490154564159,0
"319","403BA0027_06182014_BMI_RWB_MCM_1.0","403BA0027","2014-06-18 00:00:00",2014,1,0.93281833,34.66254,-119.05249,"Ventura",17567373,c(-119.05249, 34.66254),21.9192145014272,25.5493708824055,9.91946843141922,12.6455101148781,9.23899671666965,0
"320","403BA0047_05152008_BMI_RWB_1.0","403BA0047","2008-05-15 00:00:00",2008,1,0.27777799,34.27084,-119.1524,"Ventura",17573691,c(-119.1524, 34.27084),22.541405651371,27.1700110907352,14.4837677366384,11.9758316221233,7.5014508338409,0
"321","403BA0068_05142008_BMI_RWB_1.0","403BA0068","2008-05-14 00:00:00",2008,1,0.64595533,34.39179,-118.90285,"Ventura",17574729,c(-118.90285, 34.39179),25.3632257589248,35.0940442519671,12.2391253763687,21.7695743106332,15.6399261765336,128
"322","403BA0136_05132008_BMI_RWB_1.0","403BA0136","2008-05-13 00:00:00",2008,1,1.0730679,34.51202,-118.45038,"Los Angeles",17570387,c(-118.45038, 34.51202),23.2835446115413,30.4169676170768,10.0320128688875,19.8025773668415,13.0683413459644,16
"323","403BA0136_06172014_BMI_RWB_1.0","403BA0136","2014-06-17 00:00:00",2014,1,0.7969364,34.51202,-118.45038,"Los Angeles",17570387,c(-118.45038, 34.51202),21.9527421782884,29.3004796188616,11.4958768946908,16.9373273707391,13.0546997252286,0
"324","403BA0140_05212008_BMI_RWB_1.0","403BA0140","2008-05-21 00:00:00",2008,1,0.70621153,34.34574,-118.56398,"Los Angeles",17574991,c(-118.56398, 34.34574),23.350207326532,33.2673822701816,10.4119541366681,21.1513221999784,15.2586020476636,32
"325","403BA0171_05192008_BMI_RWB_1.0","403BA0171","2008-05-19 00:00:00",2008,1,1.04866147,34.58516,-119.28363,"Ventura",17567767,c(-119.28363, 34.58516),20.4635366051067,25.4934129010141,6.85067684734692,18.0124984312346,10.6688336950053,0
"326","403BA0191_05142008_BMI_RWB_1.0","403BA0191","2008-05-14 00:00:00",2008,1,0.99192175,34.36762,-119.0538,"Ventura",17573663,c(-119.0538, 34.36762),24.3018669459386,32.107314245568,12.2337443644294,18.6220738795412,13.2809462040322,29
"327","403CE0156_05182005_BMI_RWB_1.0","403CE0156","2005-05-18 00:00:00",2005,1,0.52315599,34.37746,-119.05968,"Ventura",17572919,c(-119.05968, 34.37746),22.317788369807,30.987884607196,12.5128605460807,15.9082254326285,12.6815599097726,9
"328","403CE0156_05182005_BMI_TRC_1.0","403CE0156","2005-05-18 00:00:00",2005,1,0.52231453,34.37746,-119.05968,"Ventura",17572919,c(-119.05968, 34.37746),22.317788369807,30.987884607196,12.5128605460807,15.9082254326285,12.6815599097726,9
"329","403CE0188_05172005_BMI_RWB_1.0","403CE0188","2005-05-17 00:00:00",2005,1,0.52206869,34.35646,-119.04752,"Ventura",17573663,c(-119.04752, 34.35646),22.4107797802995,31.2313377229393,12.8109933884673,15.9865173837725,12.7068489332641,9
"330","403CE0188_05172005_BMI_TRC_1.0","403CE0188","2005-05-17 00:00:00",2005,1,0.58526823,34.35646,-119.04752,"Ventura",17573663,c(-119.04752, 34.35646),22.4107797802995,31.2313377229393,12.8109933884673,15.9865173837725,12.7068489332641,9
"331","403FCA022_05272009_BMI_RWB_1.0","403FCA022","2009-05-27 00:00:00",2009,1,0.8812096,34.35671,-119.01988,"Ventura",17572955,c(-119.01988, 34.35671),25.006433205973,29.7323854189662,15.5762440788088,12.8387827434113,8.2874832810732,0
"332","403FCA022_05272009_BMI_RWB_MCM_1.0","403FCA022","2009-05-27 00:00:00",2009,1,0.87874332,34.35671,-119.01988,"Ventura",17572955,c(-119.01988, 34.35671),25.006433205973,29.7323854189662,15.5762440788088,12.8387827434113,8.2874832810732,0
"333","403FCA022_05292013_BMI_RWB_1.0","403FCA022","2013-05-29 00:00:00",2013,1,0.66845951,34.35671,-119.01988,"Ventura",17572955,c(-119.01988, 34.35671),24.2218957342913,29.829126069941,15.4485036881573,13.170357049729,8.93763189696745,0
"334","403FCA038_05262009_BMI_RWB_1.0","403FCA038","2009-05-26 00:00:00",2009,1,0.60384105,34.42472,-118.55861,"Los Angeles",17575849,c(-118.55861, 34.42472),24.7396695542405,31.9129989259398,13.5681354926601,16.3829749526675,12.4800035576106,36
"335","403LNCASC_06152010_BMI_RWB_1.0","403LNCASC","2010-06-15 00:00:00",2010,1,1.07242011,34.53892,-119.16139,"Ventura",17568111,c(-119.16139, 34.53892),21.8322589204714,27.6141400101277,9.68347682303151,15.1833370223147,11.0960329723923,0
"336","403PRCAFF_04212014_BMI_RWB_1.0","403PRCAFF","2014-04-21 00:00:00",2014,1,0.97792197,34.6308,-118.7484,"Los Angeles",17572259,c(-118.7484, 34.6308),21.5187007445899,25.5476643767195,10.9850825525875,13.5388887147476,9.60946275319162,0
"337","403PRCAGH_06022011_BMI_RWB_1.0","403PRCAGH","2011-06-02 00:00:00",2011,1,0.98720312,34.69449,-118.92051,"Ventura",17569207,c(-118.92051, 34.69449),21.65740071168,24.581321018328,8.40687866487017,11.5374670070492,8.57301304903288,0
"338","403PRCSFD_04212014_BMI_RWB_1.0","403PRCSFD","2014-04-21 00:00:00",2014,1,0.77446837,34.4603,-118.752,"Ventura",17575859,c(-118.752, 34.4603),23.3035056785955,28.2223653704477,13.5322293367088,14.0348101027503,10.221983379571,0
"339","403S00064_06022010_BMI_RWB_1.0","403S00064","2010-06-02 00:00:00",2010,1,0.96198334,34.64435,-118.51372,"Los Angeles",17572253,c(-118.51372, 34.64435),21.6029845851717,29.9581126380005,9.55608421461423,17.5080164180736,12.9991568267935,0
"340","403S00640_06112009_BMI_RWB_1.0","403S00640","2009-06-11 00:00:00",2009,1,0.890749,34.60115,-118.558,"Los Angeles",17569783,c(-118.558, 34.60115),22.6329783755031,29.7521622488478,10.849047246731,17.0364165932856,12.6512906014045,0
"341","403S00772_05202009_BMI_RWB_1.0","403S00772","2009-05-20 00:00:00",2009,1,0.98055476,34.40976,-118.9322,"Ventura",948070356,c(-118.9322, 34.40976),24.9534581224073,30.5352005775985,13.7758883847995,15.1320722904824,10.9664657233746,16
"342","403S00831_06102010_BMI_RWB_1.0","403S00831","2010-06-10 00:00:00",2010,1,0.50299523,34.43048,-118.8318,"Ventura",17574531,c(-118.8318, 34.43048),23.7580712907458,32.8852871849444,12.7211553552622,19.1610178267567,14.086640478878,31
"343","403S00875_06242010_BMI_RWB_1.0","403S00875","2010-06-24 00:00:00",2010,1,0.77574749,34.55668,-119.30629,"Ventura",17567963,c(-119.30629, 34.55668),20.699252927581,26.2245915095446,8.41122534112997,14.9294588419181,10.7714810034418,0
"344","403S00960_06022010_BMI_RWB_1.0","403S00960","2010-06-02 00:00:00",2010,1,0.97942088,34.59078,-118.4617,"Los Angeles",17569839,c(-118.4617, 34.59078),21.8339497360401,30.9308874564426,10.0105049513636,18.1064055594233,13.7458250447049,11
"345","403S01136_06132011_BMI_RWB_1.0","403S01136","2011-06-13 00:00:00",2011,1,1.02118823,34.62762,-118.74403,"Los Angeles",17572259,c(-118.74403, 34.62762),21.7049350239245,25.6238449340867,9.17082515106984,12.4844888726679,9.81128492439165,0
"346","403S01163_06082009_BMI_RWB_1.0","403S01163","2009-06-08 00:00:00",2009,1,1.11535515,34.69943,-118.86529,"Ventura",17569197,c(-118.86529, 34.69943),24.2709357991728,26.9112417419807,11.4286410737816,12.8879312493821,8.54683111401138,0
"347","403S01195_06102009_BMI_RWB_1.0","403S01195","2009-06-10 00:00:00",2009,1,0.83192615,34.55903,-119.2678,"Ventura",17567929,c(-119.2678, 34.55903),21.4419099515698,26.0517132283084,9.70875485337628,13.4601190565544,9.74769885213434,0
"348","403S01272_06092009_BMI_RWB_MCM_1.0","403S01272","2009-06-09 00:00:00",2009,1,0.88630531,34.40303,-118.6905,"Los Angeles",17574691,c(-118.6905, 34.40303),24.6323397336934,31.6261230428341,14.1175708586711,15.48350442586,11.7796363934514,30
"349","403S01536_07122011_BMI_RWB_1.0","403S01536","2011-07-12 00:00:00",2011,1,0.979482,34.56909,-118.39212,"Los Angeles",17569981,c(-118.39212, 34.56909),21.7272725764339,28.2839005720287,9.03911942332658,15.8900231380505,12.7163718600563,0
"350","403S01707_06072010_BMI_RWB_1.0","403S01707","2010-06-07 00:00:00",2010,1,0.7243264,34.59835,-119.34799,"Ventura",17568571,c(-119.34799, 34.59835),21.0237358674657,25.6853782862501,7.87719143529484,14.4560775259117,10.3057917570309,0
"351","403S01728_07132011_BMI_RWB_1.0","403S01728","2011-07-13 00:00:00",2011,1,1.256278,34.5749,-118.46002,"Los Angeles",17569947,c(-118.46002, 34.5749),22.5566833337574,29.8679828200025,9.80842914355598,16.7494951405613,13.6208176490044,0
"352","403S01784_06092009_BMI_RWB_MCM_1.0","403S01784","2009-06-09 00:00:00",2009,1,0.72357447,34.40228,-118.7471,"Ventura",17575785,c(-118.7471, 34.40228),24.814855581665,31.8648660065689,14.2585816262231,15.6399057587479,11.847346089364,43
"353","403S01883_06212010_BMI_RWB_1.0","403S01883","2010-06-21 00:00:00",2010,1,0.97784285,34.71629,-119.0189,"Ventura",17567221,c(-119.0189, 34.71629),21.7413054721281,24.2299147281254,7.44839302593674,12.2406469112587,8.40633797676814,0
"354","403S02363_06162011_BMI_RWB_1.0","403S02363","2011-06-16 00:00:00",2011,1,1.07551273,34.55885,-119.15456,"Ventura",17567953,c(-119.15456, 34.55885),22.7307899654252,27.3402990705684,9.59548683694777,13.7493451034683,10.7439853921224,0
"355","403S02764_06142011_BMI_RWB_1.0","403S02764","2011-06-14 00:00:00",2011,1,0.83665401,34.44778,-118.7549,"Ventura",17574353,c(-118.7549, 34.44778),22.3694542508361,27.1326419495296,11.1048758932595,13.4479454254753,10.2823758003791,0
"356","403S03320_06082010_BMI_RWB_MCM_1.0","403S03320","2010-06-08 00:00:00",2010,1,0.65681527,34.39996,-118.72346,"Ventura",17574773,c(-118.72346, 34.39996),22.6653622388574,33.804392143105,12.3711711362587,20.4619796494198,15.9230236984721,67
"357","403S03643_06242010_BMI_RWB_1.0","403S03643","2010-06-24 00:00:00",2010,1,1.00636295,34.56213,-119.12891,"Ventura",17567991,c(-119.12891, 34.56213),22.92238276439,27.9043230998968,10.1050259705257,14.7140755082282,10.6764005976046,0
"358","403S03832_06082009_BMI_RWB_1.0","403S03832","2009-06-08 00:00:00",2009,1,0.60877707,34.40211,-118.78471,"Ventura",17574677,c(-118.78471, 34.40211),24.8497802750954,29.7429257853789,13.7590060609539,14.0416082463487,10.0437902630447,0
"359","403S04868_06152011_BMI_RWB_1.0","403S04868","2011-06-15 00:00:00",2011,1,1.01291881,34.40491,-118.93943,"Ventura",948070356,c(-118.93943, 34.40491),23.396974740358,29.014935647918,12.267176358045,14.6286737546069,11.239171767207,0
"360","403S05247_06012010_BMI_RWB_MCM_1.0","403S05247","2010-06-01 00:00:00",2010,1,0.88840639,34.36931,-118.98739,"Ventura",948070359,c(-118.98739, 34.36931),24.7319244265779,29.7727230187649,15.5248431654637,13.5890021774665,8.56657181115717,0
"361","403S05291_06072010_BMI_RWB_1.0","403S05291","2010-06-07 00:00:00",2010,1,1.12336927,34.56397,-119.26305,"Ventura",17567911,c(-119.26305, 34.56397),22.1651482883693,26.8397312796164,9.34289884917816,14.427804665543,10.3114766641892,0
"362","403S06139_06272012_BMI_RWB_1.0","403S06139","2012-06-27 00:00:00",2012,1,0.51029031,34.55464,-119.2405,"Ventura",17568009,c(-119.2405, 34.55464),22.3480450530861,26.6872887326779,10.0135711930545,15.2520245243161,10.2371505003452,0
"363","403S06283_06132012_BMI_RWB_1.0","403S06283","2012-06-13 00:00:00",2012,1,1.17793697,34.69386,-118.86079,"Ventura",17569203,c(-118.86079, 34.69386),23.0881683075292,25.933147889588,10.2518570180889,13.78466801778,8.6845735707388,0
"364","403S06315_06272012_BMI_RWB_1.0","403S06315","2012-06-27 00:00:00",2012,1,0.93241279,34.59223,-119.31033,"Ventura",17567721,c(-119.31033, 34.59223),21.8040282123658,26.1226200065514,9.3747185636577,15.0627395681253,9.99723425543701,0
"365","403S06660_06142012_BMI_RWB_1.0","403S06660","2012-06-14 00:00:00",2012,1,0.96990882,34.42963,-118.92373,"Ventura",17574519,c(-118.92373, 34.42963),24.6151787514635,29.5180930127238,12.7690159613588,15.4275874396402,11.1635049845408,0
"366","403S06904_06092010_BMI_RWB_1.0","403S06904","2010-06-09 00:00:00",2010,1,0.79160332,34.41964,-118.78769,"Ventura",17574677,c(-118.78769, 34.41964),24.210684345705,29.7111783371928,13.5401002057216,15.2291084706026,10.4305885186008,0
"367","403S07024_06132012_BMI_RWB_1.0","403S07024","2012-06-13 00:00:00",2012,1,0.36588563,34.6092,-118.75771,"Los Angeles",17569679,c(-118.75771, 34.6092),25.023607300147,28.5321475382049,11.7737530614017,15.5719688646239,9.96461028054641,0
"368","403S07227_06272012_BMI_RWB_1.0","403S07227","2012-06-27 00:00:00",2012,1,0.66852419,34.56208,-119.16664,"Ventura",17567931,c(-119.16664, 34.56208),24.2755616525836,28.7111638672435,11.4562882554692,15.7848538906022,10.6558662298238,0
"369","403S11084_06092010_BMI_RWB_MCM_1.0","403S11084","2010-06-09 00:00:00",2010,1,0.58393199,34.42487,-118.56081,"Los Angeles",17574547,c(-118.56081, 34.42487),23.56306118704,31.9296091066679,12.8101834719335,17.1188838962471,12.9830695422115,35
"370","403S14156_06092009_BMI_RWB_MCM_1.0","403S14156","2009-06-09 00:00:00",2009,1,0.62243109,34.42523,-118.582,"Los Angeles",17574541,c(-118.582, 34.42523),24.3718212982572,31.6637022007674,13.4219477841,16.1770952929905,12.3346996417944,27
"371","403S15608_06082010_BMI_RWB_MCM_1.0","403S15608","2010-06-08 00:00:00",2010,1,0.78464133,34.4019,-118.70052,"Ventura",17574697,c(-118.70052, 34.4019),23.5045592541252,31.1836535865198,13.4924227962012,16.6773750152124,12.2164403100501,13
"372","403S16332_06262013_BMI_RWB_MCM_1.0","403S16332","2013-06-26 00:00:00",2013,1,0.61661817,34.5317,-118.75812,"Ventura",17570169,c(-118.75812, 34.5317),24.0546103581766,30.4587422372232,12.0652570666497,15.8739003779504,10.3798867993197,7
"373","403S16493_06242013_BMI_RWB_1.0","403S16493","2013-06-24 00:00:00",2013,1,0.78108602,34.6867,-118.84546,"Ventura",17569237,c(-118.84546, 34.6867),22.7392096694281,25.7619100041828,8.83798170784975,14.185889854665,8.76134295089649,0
"374","403S16978_06262013_BMI_RWB_1.0","403S16978","2013-06-26 00:00:00",2013,1,0.96095445,34.42319,-118.76771,"Ventura",17574539,c(-118.76771, 34.42319),24.010228585575,31.3458572273814,13.2018807504382,15.9482465640587,10.7444648243127,7
"375","403S18093_06242013_BMI_RWB_1.0","403S18093","2013-06-24 00:00:00",2013,1,0.9715649,34.69441,-118.85658,"Ventura",17569203,c(-118.85658, 34.69441),23.2331434956977,26.0875400419096,9.17230156662211,14.1714065821414,8.76061897956491,0
"376","403S34646_06252013_BMI_RWB_1.0","403S34646","2013-06-25 00:00:00",2013,1,0.40720709,34.42556,-118.56616,"Los Angeles",17574547,c(-118.56616, 34.42556),24.2597677490253,33.6902190334442,13.0107651275636,18.1321403525121,13.2079351126612,52
"377","403S39062_06252013_BMI_RWB_1.0","403S39062","2013-06-25 00:00:00",2013,1,0.64856804,34.4323,-118.61744,"Los Angeles",17574585,c(-118.61744, 34.4323),24.2992275709643,33.9678415023085,13.309130381151,18.2653090887465,13.1287211506935,45
"378","403SCSARB_09122005_BMI_CSBP_Trans_1.0","403SCSARB","2005-09-12 00:00:00",2005,1,0.27816307,34.42327,-118.53961,"Los Angeles",948070569,c(-118.53961, 34.42327),23.8911829083845,31.6145211894296,12.5327281955644,14.9603479779953,12.44717907507,19
"379","403SCSARB_09122005_BMI_RWB_1.0","403SCSARB","2005-09-12 00:00:00",2005,1,0.35918627,34.42327,-118.53961,"Los Angeles",948070569,c(-118.53961, 34.42327),23.8911829083845,31.6145211894296,12.5327281955644,14.9603479779953,12.44717907507,19
"380","403SCSARB_09122005_BMI_RWB_MCM_1.0","403SCSARB","2005-09-12 00:00:00",2005,1,0.34653265,34.42327,-118.53961,"Los Angeles",948070569,c(-118.53961, 34.42327),23.8911829083845,31.6145211894296,12.5327281955644,14.9603479779953,12.44717907507,19
"381","403STC082_02052003_BMI_CSBP_Trans_1.0","403STC082","2003-02-05 00:00:00",2003,1,0.8472678,34.33583,-119.06833,"Ventura",17573667,c(-119.06833, 34.33583),24.2556745232199,28.2898934723661,15.0222325416947,10.5418882491046,8.01667356697793,0
"382","403SCVARD_09012005_BMI_CSBP_Trans_1.0","403SCVARD","2005-09-01 00:00:00",2005,1,0.45386866,34.4328,-118.59466,"Los Angeles",17574541,c(-118.59466, 34.4328),23.4721923986132,31.3779751670931,12.5025784592283,14.8391941567528,12.3746786089164,19
"383","403SCVARD_09142005_BMI_RWB_1.0","403SCVARD","2005-09-14 00:00:00",2005,1,0.5035548,34.4328,-118.59466,"Los Angeles",17574541,c(-118.59466, 34.4328),23.4721923986132,31.3779751670931,12.5025784592283,14.8391941567528,12.3746786089164,19
"384","403SCVARD_09142005_BMI_RWB_MCM_1.0","403SCVARD","2005-09-14 00:00:00",2005,1,0.44057989,34.4328,-118.59466,"Los Angeles",17574541,c(-118.59466, 34.4328),23.4721923986132,31.3779751670931,12.5025784592283,14.8391941567528,12.3746786089164,19
"385","403SCVARE_09122005_BMI_RWB_1.0","403SCVARE","2005-09-12 00:00:00",2005,1,0.48504326,34.41855556,-118.5946667,"Los Angeles",17574541,c(-118.5946667, 34.41855556),23.4721923986132,31.3779751670931,12.5025784592283,14.8391941567528,12.3746786089164,19
"386","403SED076_05202007_BMI_RWB_1.0","403SED076","2007-05-20 00:00:00",2007,1,1.10695655,34.56182,-119.16611,"Ventura",17567931,c(-119.16611, 34.56182),24.3717392411814,28.9674741516023,10.5289691375063,13.4350956093254,10.4960090382292,0
"387","403SPCNWS_04222014_BMI_RWB_1.0","403SPCNWS","2014-04-22 00:00:00",2014,1,1.11224199,34.5778,-119.2579,"Ventura",17567911,c(-119.2579, 34.5778),22.3190901944433,26.6512776280873,10.893902011823,13.8759513398994,10.1913693969139,0
"388","403STC004_02042003_BMI_CSBP_Trans_1.0","403STC004","2003-02-04 00:00:00",2003,1,0.58594103,34.41472,-118.65583,"Los Angeles",17574613,c(-118.65583, 34.41472),24.5151865600476,31.3100617767155,13.5261991722553,14.6519494768781,12.0329263274373,35
"389","403STC004_10302001_BMI_CSBP_Trans_1.0","403STC004","2001-10-30 00:00:00",2001,1,0.53674695,34.41472,-118.65583,"Los Angeles",17574613,c(-118.65583, 34.41472),23.4100809740272,30.0997465011135,14.959263260315,15.0014404053241,12.0359209023675,7
"390","403STC008_02042003_BMI_CSBP_Trans_1.0","403STC008","2003-02-04 00:00:00",2003,1,0.65897561,34.38667,-118.90528,"Ventura",948070361,c(-118.90528, 34.38667),25.0315517920607,29.8403978101752,14.5249028861197,12.0798933943356,9.53195155596912,0
"391","403STC008_11062001_BMI_CSBP_Trans_1.0","403STC008","2001-11-06 00:00:00",2001,1,0.90401691,34.38667,-118.90528,"Ventura",948070361,c(-118.90528, 34.38667),23.7945315830479,28.3468027347129,15.8422320936122,12.3361110563107,9.44061338717314,0
"392","403STC009_02052003_BMI_CSBP_Trans_1.0","403STC009","2003-02-05 00:00:00",2003,1,1.02947617,34.53833,-118.75889,"Los Angeles",17572327,c(-118.75889, 34.53833),25.412603483587,33.8598075300752,12.3285767329859,17.8393024385109,14.8721834530004,127
"393","403STC009_10302001_BMI_CSBP_Trans_1.0","403STC009","2001-10-30 00:00:00",2001,1,0.95789453,34.53833,-118.75889,"Los Angeles",17572327,c(-118.75889, 34.53833),23.8514486110922,32.7426536178969,14.2794059958535,18.1722499863694,14.9051310199085,109
"394","403STC010_02062003_BMI_CSBP_Trans_1.0","403STC010","2003-02-06 00:00:00",2003,1,0.87932907,34.53306,-119.15833,"Ventura",17568131,c(-119.15833, 34.53306),22.6906835259721,27.0187658648262,9.07894708503464,12.7042030696062,10.4328357629474,0
"395","403STC016_02052003_BMI_CSBP_Trans_1.0","403STC016","2003-02-05 00:00:00",2003,1,0.72719219,34.23556,-119.24083,"Ventura",17573707,c(-119.24083, 34.23556),20.8888115244765,24.7992973703155,14.7793212619743,8.08153056459603,6.51923142490243,0
"396","403STC016_11072001_BMI_CSBP_Trans_1.0","403STC016","2001-11-07 00:00:00",2001,1,0.89079389,34.23556,-119.24083,"Ventura",17573707,c(-119.24083, 34.23556),19.5957228311611,23.6382430801264,15.0977538244289,7.89132466309126,6.55838389483592,0
"397","403STC017_02072003_BMI_CSBP_Trans_1.0","403STC017","2003-02-07 00:00:00",2003,1,0.84125405,34.68889,-118.9025,"Ventura",17569345,c(-118.9025, 34.68889),22.7422187230083,26.8115906571538,7.73059081609524,13.1845481207295,10.3510140152788,0
"398","403STC017_11072001_BMI_CSBP_Trans_1.0","403STC017","2001-11-07 00:00:00",2001,1,0.82800584,34.68889,-118.9025,"Ventura",17569345,c(-118.9025, 34.68889),21.2987414240655,26.5693977488106,11.643196838786,13.0492175553696,10.5466891042582,0
"399","403STC019_02042003_BMI_CSBP_Trans_1.0","403STC019","2003-02-04 00:00:00",2003,1,0.51791793,34.42556,-118.57917,"Los Angeles",17574541,c(-118.57917, 34.42556),24.1617022685679,31.2520341888407,12.8363522120476,15.3542251554102,12.6332533529048,42
"400","403STC019_10312001_BMI_CSBP_Trans_1.0","403STC019","2001-10-31 00:00:00",2001,1,0.93783273,34.42556,-118.57917,"Los Angeles",17574541,c(-118.57917, 34.42556),22.976609001279,30.2501832793559,14.4066494196626,15.6680655304428,12.6663801319977,14
"401","403STC021_06042003_BMI_CSBP_Trans_1.0","403STC021","2003-06-04 00:00:00",2003,1,1.10940518,34.64667,-119.06944,"Ventura",17568553,c(-119.06944, 34.64667),23.0644894166162,25.7746510685092,7.95781654812764,11.9239287919054,8.93045026878911,0
"402","403STC021_10242001_BMI_CSBP_Trans_1.0","403STC021","2001-10-24 00:00:00",2001,1,1.17381939,34.64667,-119.06944,"Ventura",17568553,c(-119.06944, 34.64667),21.7911121342047,25.5894603953988,12.0818635556434,11.3831799506638,9.04021372912991,0
"403","403STC022_02062003_BMI_CSBP_Trans_1.0","403STC022","2003-02-06 00:00:00",2003,1,1.04579891,34.555,-119.20472,"Ventura",17567999,c(-119.20472, 34.555),23.5926303767077,27.6364937918002,9.64893988746873,12.5091601897162,10.2740579918658,0
"404","403STC022_10232001_BMI_CSBP_Trans_1.0","403STC022","2001-10-23 00:00:00",2001,1,1.20370028,34.555,-119.20472,"Ventura",17567999,c(-119.20472, 34.555),22.2255132658855,27.0656390470182,12.4108537704212,13.0932336812106,10.4359125854086,0
"405","403STC024_02062003_BMI_CSBP_Trans_1.0","403STC024","2003-02-06 00:00:00",2003,1,0.95124382,34.45056,-119.05583,"Ventura",17572761,c(-119.05583, 34.45056),23.8153994346941,28.890469454143,11.4893177783985,13.7108092943508,10.9433294342233,0
"406","403STC024_11072001_BMI_CSBP_Trans_1.0","403STC024","2001-11-07 00:00:00",2001,1,1.16890601,34.45056,-119.05583,"Ventura",17572761,c(-119.05583, 34.45056),22.6399061730114,27.7420841771,13.2636939628186,14.2106981981192,11.013668256765,0
"407","403STC025_06042003_BMI_CSBP_Trans_1.0","403STC025","2003-06-04 00:00:00",2003,1,1.03017224,34.66528,-119.05111,"Ventura",17567337,c(-119.05111, 34.66528),22.9440278892843,25.6651745753032,7.72038237664311,12.1065746543954,8.95613478958498,0
"408","403STC026_02052003_BMI_CSBP_Trans_1.0","403STC026","2003-02-05 00:00:00",2003,1,0.89099255,34.55889,-119.26861,"Ventura",17567913,c(-119.26861, 34.55889),22.2805701157931,26.9558790970549,8.49427332803876,12.9720784465644,10.6858433363649,0
"409","403STC027_02042003_BMI_CSBP_Trans_1.0","403STC027","2003-02-04 00:00:00",2003,1,1.088116,34.54639,-118.43389,"Los Angeles",17570253,c(-118.43389, 34.54639),23.0962102251625,29.944800708783,10.4075998001569,15.650034858575,12.8260171537623,0
"410","403STC027_10302001_BMI_CSBP_Trans_1.0","403STC027","2001-10-30 00:00:00",2001,1,1.0728483,34.54639,-118.43389,"Los Angeles",17570253,c(-118.43389, 34.54639),21.5195543775651,29.1154714592625,12.556644883742,15.828883878914,12.903721151285,0
"411","403STC028_02062003_BMI_CSBP_Trans_1.0","403STC028","2003-02-06 00:00:00",2003,1,0.79784573,34.43722,-119.08583,"Ventura",17572797,c(-119.08583, 34.43722),23.5602558719762,30.0033029086398,11.8123353957068,14.5088159476488,11.8745255485823,7
"412","403STC029_02042003_BMI_CSBP_Trans_1.0","403STC029","2003-02-04 00:00:00",2003,1,1.1500971,34.61528,-118.55833,"Los Angeles",17569705,c(-118.55833, 34.61528),24.1478774352189,30.8391695996163,10.598706426778,15.8318627528713,12.8681819726189,13
"413","403STC030_02062003_BMI_CSBP_Trans_1.0","403STC030","2003-02-06 00:00:00",2003,1,1.11939614,34.57,-119.15556,"Ventura",17567951,c(-119.15556, 34.57),24.4300288833757,27.3618665984463,10.0395350127071,11.6877580538615,9.43696183427773,0
